invoice_no,invoice_date,customer_id,country,quantity,amount,total_sales,year,month,month_name
553654,2021-05-18 11:08:00,13094.0,United Kingdom,162,20574,3332988,2021,5,May
559311,2021-07-07 13:35:00,14459.0,United Kingdom,760,183792,139681920,2021,7,July
561284,2021-07-26 12:24:00,16818.0,United Kingdom,68,8796,598128,2021,7,July
565230,2021-09-02 09:24:00,16705.0,United Kingdom,437,158592,69304704,2021,9,September
559504,2021-07-08 15:16:00,15920.0,United Kingdom,21,3533,74193,2021,7,July
561917,2021-08-01 11:57:00,16904.0,United Kingdom,89,22894,2037566,2021,8,August
561224,2021-07-26 09:55:00,13629.0,United Kingdom,500,89500,44750000,2021,7,July
577856,2021-11-22 11:19:00,12490.0,France,186,35788,6656568,2021,11,November
557146,2021-06-17 10:44:00,17139.0,United Kingdom,56,8684,486304,2021,6,June
556288,2021-06-10 09:23:00,13426.0,United Kingdom,297,27366,8127702,2021,6,June
543411,2021-02-08 11:31:00,12576.0,Poland,199,26685,5310315,2021,2,February
559111,2021-07-06 11:54:00,17440.0,United Kingdom,84,6180,519120,2021,7,July
543664,2021-02-11 10:57:00,17705.0,United Kingdom,88,13630,1199440,2021,2,February
571064,2021-10-13 14:48:00,17181.0,United Kingdom,25,8440,211000,2021,10,October
547415,2021-03-23 10:08:00,17102.0,United Kingdom,2,2550,5100,2021,3,March
550202,2021-04-15 10:27:00,13090.0,United Kingdom,166,76010,12617660,2021,4,April
559023,2021-07-05 13:19:00,18142.0,United Kingdom,984,73704,72524736,2021,7,July
579163,2021-11-28 13:59:00,15838.0,United Kingdom,432,73008,31539456,2021,11,November
564531,2021-08-25 15:04:00,12624.0,France,147,34119,5015493,2021,8,August
556016,2021-06-08 11:54:00,18092.0,United Kingdom,232,45240,10495680,2021,6,June
573365,2021-10-30 13:13:00,12584.0,Italy,62,34300,2126600,2021,10,October
577816,2021-11-22 09:17:00,18139.0,United Kingdom,864,109092,94255488,2021,11,November
563060,2021-08-11 15:24:00,17653.0,United Kingdom,297,16324,4848228,2021,8,August
580394,2021-12-04 10:53:00,14397.0,United Kingdom,152,20776,3157952,2021,12,December
576318,2021-11-14 14:57:00,15058.0,United Kingdom,124,24915,3089460,2021,11,November
541115,2021-01-13 15:34:00,12578.0,Italy,748,160866,120327768,2021,1,January
553419,2021-05-17 10:10:00,16639.0,United Kingdom,47,16295,765865,2021,5,May
540976,2021-01-12 15:00:00,12652.0,France,505,91998,46458990,2021,1,January
572612,2021-10-25 11:14:00,16186.0,United Kingdom,98,23140,2267720,2021,10,October
554063,2021-05-22 10:27:00,13631.0,United Kingdom,48,30000,1440000,2021,5,May
571406,2021-10-17 12:12:00,13871.0,United Kingdom,202,35768,7225136,2021,10,October
546084,2021-03-09 11:28:00,14112.0,United Kingdom,384,61710,23696640,2021,3,March
555602,2021-06-06 11:26:00,16235.0,United Kingdom,145,32083,4652035,2021,6,June
556034,2021-06-08 12:36:00,16672.0,United Kingdom,96,31320,3006720,2021,6,June
580911,2021-12-06 13:30:00,14503.0,United Kingdom,227,33775,7666925,2021,12,December
581195,2021-12-07 17:22:00,12935.0,United Kingdom,6,1248,7488,2021,12,December
576355,2021-11-14 16:28:00,13089.0,United Kingdom,596,136474,81338504,2021,11,November
580720,2021-12-05 16:55:00,14629.0,United Kingdom,165,35418,5843970,2021,12,December
566932,2021-09-15 15:29:00,17576.0,United Kingdom,119,24470,2911930,2021,9,September
574657,2021-11-06 11:43:00,13772.0,United Kingdom,237,44591,10568067,2021,11,November
560586,2021-07-19 15:48:00,13631.0,United Kingdom,96,66720,6405120,2021,7,July
549967,2021-04-13 14:21:00,17873.0,United Kingdom,315,49005,15436575,2021,4,April
559302,2021-07-07 12:47:00,14527.0,United Kingdom,28,11780,329840,2021,7,July
545521,2021-03-03 12:30:00,17995.0,United Kingdom,133,7610,1012130,2021,3,March
571735,2021-10-19 10:03:00,14229.0,United Kingdom,230,65910,15159300,2021,10,October
570449,2021-10-10 14:57:00,16133.0,United Kingdom,198,29140,5769720,2021,10,October
564562,2021-08-26 09:58:00,15203.0,United Kingdom,240,33344,8002560,2021,8,August
553209,2021-05-16 09:23:00,13777.0,United Kingdom,150,26670,4000500,2021,5,May
568212,2021-09-25 16:05:00,15154.0,United Kingdom,104,29642,3082768,2021,9,September
539298,2020-12-16 17:29:00,14180.0,United Kingdom,29,13625,395125,2020,12,December
562374,2021-08-04 14:40:00,14911.0,EIRE,2270,434510,986337700,2021,8,August
578153,2021-11-23 11:22:00,12748.0,United Kingdom,191,19329,3691839,2021,11,November
543565,2021-02-10 10:40:00,14431.0,United Kingdom,130,47036,6114680,2021,2,February
577357,2021-11-18 15:54:00,13098.0,United Kingdom,356,86764,30887984,2021,11,November
581181,2021-12-07 15:55:00,14189.0,United Kingdom,322,30156,9710232,2021,12,December
562518,2021-08-05 12:30:00,16818.0,United Kingdom,153,27256,4170168,2021,8,August
565734,2021-09-06 12:15:00,17191.0,United Kingdom,221,38726,8558446,2021,9,September
547690,2021-03-24 14:56:00,16063.0,United Kingdom,166,18612,3089592,2021,3,March
565673,2021-09-06 09:45:00,14441.0,United Kingdom,104,34056,3541824,2021,9,September
540653,2021-01-10 15:07:00,17406.0,United Kingdom,2,25000,50000,2021,1,January
564719,2021-08-28 11:55:00,15325.0,United Kingdom,232,16229,3765128,2021,8,August
574478,2021-11-04 12:27:00,17203.0,United Kingdom,258,31968,8247744,2021,11,November
575899,2021-11-11 15:13:00,16133.0,United Kingdom,191,35990,6874090,2021,11,November
566044,2021-09-08 13:55:00,13769.0,United Kingdom,12,2520,30240,2021,9,September
578265,2021-11-23 13:28:00,13018.0,United Kingdom,169,40653,6870357,2021,11,November
558074,2021-06-24 16:38:00,13791.0,United Kingdom,700,93700,65590000,2021,6,June
574329,2021-11-04 09:07:00,12362.0,Belgium,210,47794,10036740,2021,11,November
547762,2021-03-25 11:31:00,13695.0,United Kingdom,46,8314,382444,2021,3,March
541585,2021-01-19 14:22:00,14180.0,United Kingdom,38,27550,1046900,2021,1,January
578255,2021-11-23 12:58:00,14675.0,United Kingdom,341,60475,20621975,2021,11,November
565990,2021-09-08 11:44:00,13577.0,United Kingdom,260,37170,9664200,2021,9,September
548484,2021-03-31 12:43:00,13571.0,United Kingdom,77,14527,1118579,2021,3,March
572307,2021-10-23 15:23:00,16905.0,United Kingdom,529,120581,63787349,2021,10,October
548698,2021-04-03 10:55:00,18109.0,United Kingdom,86,25960,2232560,2021,4,April
578231,2021-11-23 12:05:00,14527.0,United Kingdom,66,28680,1892880,2021,11,November
562517,2021-08-05 12:27:00,15719.0,United Kingdom,208,34713,7220304,2021,8,August
553470,2021-05-17 11:27:00,18102.0,United Kingdom,1325,541006,716832950,2021,5,May
579881,2021-11-30 17:22:00,12429.0,Denmark,512,90552,46362624,2021,11,November
554552,2021-05-25 09:58:00,13694.0,United Kingdom,1196,204484,244562864,2021,5,May
547940,2021-03-28 14:43:00,16814.0,United Kingdom,187,46023,8606301,2021,3,March
566435,2021-09-12 15:04:00,13854.0,United Kingdom,68,30220,2054960,2021,9,September
576390,2021-11-15 10:13:00,12569.0,Germany,56,13085,732760,2021,11,November
571433,2021-10-17 13:19:00,13015.0,United Kingdom,912,158324,144391488,2021,10,October
567291,2021-09-19 11:55:00,12527.0,Germany,13,6379,82927,2021,9,September
557225,2021-06-17 13:37:00,15311.0,United Kingdom,229,41148,9422892,2021,6,June
558900,2021-07-04 16:06:00,15349.0,United Kingdom,77,10770,829290,2021,7,July
548258,2021-03-30 11:04:00,14146.0,United Kingdom,260,66230,17219800,2021,3,March
557281,2021-06-19 12:23:00,13632.0,United Kingdom,77,20157,1552089,2021,6,June
537791,2020-12-08 12:51:00,16233.0,United Kingdom,12,14740,176880,2020,12,December
566980,2021-09-16 09:56:00,15498.0,United Kingdom,176,68328,12025728,2021,9,September
537855,2020-12-08 15:59:00,15996.0,United Kingdom,95,26325,2500875,2020,12,December
549828,2021-04-12 12:56:00,15044.0,United Kingdom,12,2508,30096,2021,4,April
561065,2021-07-24 14:18:00,14180.0,United Kingdom,15,10105,151575,2021,7,July
546502,2021-03-14 11:46:00,16005.0,United Kingdom,82,17759,1456238,2021,3,March
560368,2021-07-18 12:25:00,17841.0,United Kingdom,384,72806,27957504,2021,7,July
575335,2021-11-09 13:56:00,12931.0,United Kingdom,3684,496120,1827706080,2021,11,November
545664,2021-03-04 15:15:00,12584.0,Italy,84,46363,3894492,2021,3,March
544147,2021-02-16 11:59:00,16306.0,United Kingdom,12,1082,12984,2021,2,February
564305,2021-08-24 12:20:00,14875.0,United Kingdom,458,110332,50532056,2021,8,August
551181,2021-04-27 08:17:00,13089.0,United Kingdom,186,60090,11176740,2021,4,April
541292,2021-01-17 13:30:00,15596.0,United Kingdom,133,37515,4989495,2021,1,January
577336,2021-11-18 14:50:00,14793.0,United Kingdom,91,22899,2083809,2021,11,November
580053,2021-12-01 13:03:00,12912.0,United Kingdom,232,61632,14298624,2021,12,December
543527,2021-02-09 12:08:00,15970.0,United Kingdom,116,31410,3643560,2021,2,February
565243,2021-09-02 10:20:00,16735.0,United Kingdom,621,77093,47874753,2021,9,September
564654,2021-08-26 14:29:00,14911.0,EIRE,277,64014,17731878,2021,8,August
536890,2020-12-03 11:48:00,14156.0,EIRE,1548,32220,49876560,2020,12,December
539257,2020-12-16 14:29:00,16210.0,United Kingdom,532,172290,91658280,2020,12,December
568917,2021-09-29 14:11:00,15955.0,United Kingdom,380,47714,18131320,2021,9,September
539957,2020-12-23 12:58:00,12585.0,Germany,872,126285,110120520,2020,12,December
579278,2021-11-29 10:18:00,14209.0,United Kingdom,34,19710,670140,2021,11,November
574260,2021-11-03 13:58:00,13014.0,United Kingdom,87,34735,3021945,2021,11,November
540851,2021-01-12 09:43:00,12523.0,France,43,10295,442685,2021,1,January
570242,2021-10-09 15:40:00,16380.0,United Kingdom,1524,178059,271361916,2021,10,October
551988,2021-05-05 15:08:00,12576.0,Poland,116,15480,1795680,2021,5,May
565214,2021-09-01 17:20:00,14911.0,EIRE,408,163824,66840192,2021,9,September
554120,2021-05-22 15:28:00,16592.0,United Kingdom,30,5730,171900,2021,5,May
568318,2021-09-26 13:25:00,13233.0,United Kingdom,600,30088,18052800,2021,9,September
545328,2021-03-01 15:47:00,16389.0,United Kingdom,59,11965,705935,2021,3,March
559323,2021-07-07 14:55:00,12971.0,United Kingdom,128,20360,2606080,2021,7,July
543474,2021-02-08 15:09:00,14415.0,United Kingdom,195,50423,9832485,2021,2,February
543625,2021-02-10 15:38:00,12583.0,France,454,32156,14598824,2021,2,February
559794,2021-07-12 13:16:00,16700.0,United Kingdom,405,44608,18066240,2021,7,July
558687,2021-07-01 11:43:00,12598.0,France,285,29864,8511240,2021,7,July
563911,2021-08-21 12:39:00,16265.0,United Kingdom,206,43598,8981188,2021,8,August
558099,2021-06-26 13:45:00,17593.0,United Kingdom,429,85284,36586836,2021,6,June
580310,2021-12-02 14:47:00,15570.0,United Kingdom,12,3540,42480,2021,12,December
579087,2021-11-28 10:35:00,13914.0,United Kingdom,255,30538,7787190,2021,11,November
570851,2021-10-12 14:46:00,12583.0,France,101,31420,3173420,2021,10,October
542227,2021-01-26 13:33:00,14243.0,United Kingdom,150,32840,4926000,2021,1,January
557299,2021-06-19 13:56:00,13047.0,United Kingdom,174,56240,9785760,2021,6,June
560701,2021-07-20 12:45:00,16729.0,United Kingdom,265,29928,7930920,2021,7,July
536542,2020-12-01 14:11:00,16456.0,United Kingdom,392,78740,30866080,2020,12,December
572875,2021-10-26 13:31:00,17706.0,United Kingdom,12,2004,24048,2021,10,October
547900,2021-03-28 11:51:00,13649.0,United Kingdom,72,14880,1071360,2021,3,March
563935,2021-08-21 16:24:00,15547.0,United Kingdom,241,36618,8824938,2021,8,August
561132,2021-07-25 13:00:00,14344.0,United Kingdom,105,12675,1330875,2021,7,July
539724,2020-12-21 13:53:00,13029.0,United Kingdom,30,38250,1147500,2020,12,December
571314,2021-10-17 10:43:00,14156.0,EIRE,456,89464,40795584,2021,10,October
542692,2021-01-31 12:35:00,14467.0,United Kingdom,37,13170,487290,2021,1,January
567457,2021-09-20 12:18:00,14164.0,United Kingdom,833,127377,106105041,2021,9,September
537688,2020-12-08 10:35:00,17406.0,United Kingdom,270,70210,18956700,2020,12,December
541523,2021-01-19 10:09:00,17708.0,United Kingdom,33,11060,364980,2021,1,January
549904,2021-04-12 16:20:00,17180.0,United Kingdom,125,4901,612625,2021,4,April
573132,2021-10-27 16:55:00,15189.0,United Kingdom,288,39360,11335680,2021,10,October
560980,2021-07-22 12:41:00,16107.0,United Kingdom,88,31880,2805440,2021,7,July
545320,2021-03-01 14:47:00,14156.0,EIRE,669,254115,170002935,2021,3,March
546171,2021-03-10 10:31:00,16359.0,United Kingdom,90,13056,1175040,2021,3,March
536529,2020-12-01 13:20:00,14237.0,United Kingdom,38,16100,611800,2020,12,December
559925,2021-07-13 16:47:00,17644.0,United Kingdom,135,31685,4277475,2021,7,July
562093,2021-08-02 12:59:00,13777.0,United Kingdom,138,32622,4501836,2021,8,August
572466,2021-10-24 13:28:00,14997.0,United Kingdom,196,11252,2205392,2021,10,October
572896,2021-10-26 14:41:00,12456.0,Switzerland,560,91564,51275840,2021,10,October
570196,2021-10-07 15:40:00,18136.0,United Kingdom,84,18348,1541232,2021,10,October
552731,2021-05-11 10:43:00,12372.0,Denmark,368,51570,18977760,2021,5,May
574316,2021-11-03 18:45:00,17351.0,United Kingdom,21,15985,335685,2021,11,November
572762,2021-10-26 09:50:00,15240.0,United Kingdom,380,32402,12312760,2021,10,October
552183,2021-05-06 13:43:00,17604.0,United Kingdom,115,17312,1990880,2021,5,May
540799,2021-01-11 12:12:00,17365.0,United Kingdom,6,1530,9180,2021,1,January
574029,2021-11-02 12:34:00,12955.0,United Kingdom,720,99480,71625600,2021,11,November
568494,2021-09-27 12:08:00,16266.0,United Kingdom,45,10077,453465,2021,9,September
553180,2021-05-15 11:35:00,16466.0,United Kingdom,102,21240,2166480,2021,5,May
576658,2021-11-16 11:05:00,14534.0,United Kingdom,160,29676,4748160,2021,11,November
565153,2021-09-01 14:47:00,18241.0,United Kingdom,102,14380,1466760,2021,9,September
564728,2021-08-28 12:43:00,13199.0,United Kingdom,48,8592,412416,2021,8,August
547414,2021-03-23 09:54:00,17733.0,United Kingdom,87,21695,1887465,2021,3,March
554159,2021-05-23 11:48:00,12464.0,Belgium,14,14700,205800,2021,5,May
538204,2020-12-10 11:23:00,16656.0,United Kingdom,396,42876,16978896,2020,12,December
542399,2021-01-27 15:38:00,15549.0,United Kingdom,398,94210,37495580,2021,1,January
543595,2021-02-10 12:19:00,16027.0,United Kingdom,217,32052,6955284,2021,2,February
559906,2021-07-13 13:33:00,18219.0,United Kingdom,75,18585,1393875,2021,7,July
540258,2021-01-06 08:52:00,14045.0,United Kingdom,212,68280,14475360,2021,1,January
539660,2020-12-21 09:48:00,15581.0,United Kingdom,8,920,7360,2020,12,December
555356,2021-06-02 13:29:00,16672.0,United Kingdom,96,35280,3386880,2021,6,June
562849,2021-08-10 09:52:00,16700.0,United Kingdom,278,30722,8540716,2021,8,August
552789,2021-05-11 12:15:00,16029.0,United Kingdom,48,23760,1140480,2021,5,May
547945,2021-03-28 14:59:00,14851.0,United Kingdom,139,20613,2865207,2021,3,March
579165,2021-11-28 14:01:00,13389.0,United Kingdom,110,21781,2395910,2021,11,November
557039,2021-06-16 13:57:00,16814.0,United Kingdom,181,29715,5378415,2021,6,June
542586,2021-01-28 15:45:00,12377.0,Switzerland,340,62660,21304400,2021,1,January
565142,2021-09-01 13:46:00,17386.0,United Kingdom,144,15264,2198016,2021,9,September
557742,2021-06-22 11:46:00,14911.0,EIRE,309,52616,16258344,2021,6,June
543688,2021-02-11 11:36:00,15270.0,United Kingdom,50,33080,1654000,2021,2,February
581567,2021-12-09 11:56:00,16626.0,United Kingdom,365,38921,14206165,2021,12,December
553691,2021-05-18 14:08:00,15311.0,United Kingdom,438,87092,38146296,2021,5,May
536446,2020-12-01 12:15:00,15983.0,United Kingdom,329,44089,14505281,2020,12,December
580282,2021-12-02 13:17:00,14428.0,United Kingdom,76,20186,1534136,2021,12,December
563851,2021-08-19 15:06:00,14765.0,United Kingdom,4,1500,6000,2021,8,August
538655,2020-12-13 15:16:00,17375.0,United Kingdom,69,10971,756999,2020,12,December
578264,2021-11-23 13:27:00,12748.0,United Kingdom,99,12364,1224036,2021,11,November
578848,2021-11-27 10:34:00,17988.0,United Kingdom,3,1411,4233,2021,11,November
568869,2021-09-29 12:01:00,12957.0,United Kingdom,24,5320,127680,2021,9,September
560278,2021-07-17 15:45:00,13610.0,United Kingdom,93,17339,1612527,2021,7,July
558906,2021-07-04 16:35:00,15555.0,United Kingdom,557,43322,24130354,2021,7,July
579440,2021-11-29 13:32:00,14388.0,United Kingdom,202,47198,9533996,2021,11,November
546396,2021-03-11 14:35:00,13226.0,United Kingdom,80,10821,865680,2021,3,March
539578,2020-12-20 12:45:00,13027.0,United Kingdom,3600,144000,518400000,2020,12,December
567858,2021-09-22 13:50:00,16813.0,United Kingdom,70,11225,785750,2021,9,September
573599,2021-10-31 15:20:00,17924.0,United Kingdom,236,44730,10556280,2021,10,October
552467,2021-05-09 15:29:00,15249.0,United Kingdom,260,48576,12629760,2021,5,May
553462,2021-05-17 10:57:00,17147.0,United Kingdom,267,56361,15048387,2021,5,May
559124,2021-07-06 12:31:00,14621.0,United Kingdom,128,36660,4692480,2021,7,July
578019,2021-11-22 13:11:00,17360.0,United Kingdom,55,14293,786115,2021,11,November
574873,2021-11-07 13:01:00,16362.0,United Kingdom,115,21509,2473535,2021,11,November
568794,2021-09-29 10:10:00,17447.0,United Kingdom,350,37248,13036800,2021,9,September
562585,2021-08-07 14:27:00,14053.0,United Kingdom,100,10600,1060000,2021,8,August
552950,2021-05-12 12:01:00,16116.0,United Kingdom,248,61278,15196944,2021,5,May
538903,2020-12-15 10:17:00,13496.0,United Kingdom,229,50101,11473129,2020,12,December
568172,2021-09-25 13:13:00,12348.0,Finland,217,31000,6727000,2021,9,September
576137,2021-11-14 10:45:00,15482.0,United Kingdom,680,161756,109994080,2021,11,November
558348,2021-06-28 14:50:00,17188.0,United Kingdom,223,30799,6868177,2021,6,June
563754,2021-08-19 10:56:00,15396.0,United Kingdom,122,28818,3515796,2021,8,August
559472,2021-07-08 13:39:00,18037.0,United Kingdom,2,920,1840,2021,7,July
563892,2021-08-19 17:08:00,16330.0,United Kingdom,10,2160,21600,2021,8,August
565318,2021-09-02 13:01:00,12921.0,United Kingdom,322,56054,18049388,2021,9,September
545232,2021-03-01 10:19:00,15676.0,United Kingdom,555,89780,49827900,2021,3,March
573378,2021-10-30 13:53:00,14217.0,United Kingdom,24,9252,222048,2021,10,October
580362,2021-12-02 16:30:00,13884.0,United Kingdom,86,24710,2125060,2021,12,December
545153,2021-02-28 12:57:00,16667.0,United Kingdom,78,20335,1586130,2021,2,February
568870,2021-09-29 12:11:00,17930.0,United Kingdom,285,29646,8449110,2021,9,September
569566,2021-10-05 09:55:00,14739.0,United Kingdom,546,60978,33293988,2021,10,October
545853,2021-03-07 13:50:00,16517.0,United Kingdom,96,16270,1561920,2021,3,March
550769,2021-04-20 12:56:00,15984.0,United Kingdom,81,21219,1718739,2021,4,April
571299,2021-10-17 08:30:00,13798.0,United Kingdom,200,35800,7160000,2021,10,October
577324,2021-11-18 14:01:00,16463.0,United Kingdom,379,30301,11484079,2021,11,November
558918,2021-07-05 09:53:00,15646.0,United Kingdom,24,10760,258240,2021,7,July
539113,2020-12-16 11:24:00,12494.0,France,3,495,1485,2020,12,December
568987,2021-09-29 15:58:00,12709.0,Germany,321,82483,26477043,2021,9,September
570234,2021-10-09 14:22:00,17790.0,United Kingdom,129,32853,4238037,2021,10,October
574258,2021-11-03 13:50:00,16891.0,United Kingdom,65,13361,868465,2021,11,November
557301,2021-06-19 14:08:00,15373.0,United Kingdom,67,32855,2201285,2021,6,June
569406,2021-10-04 09:09:00,16253.0,United Kingdom,1893,198346,375468978,2021,10,October
575068,2021-11-08 12:46:00,14282.0,United Kingdom,170,24970,4244900,2021,11,November
553218,2021-05-16 09:54:00,13408.0,United Kingdom,30,13410,402300,2021,5,May
539405,2020-12-17 12:38:00,12621.0,Germany,328,91904,30144512,2020,12,December
572688,2021-10-25 14:09:00,13028.0,United Kingdom,380,35594,13525720,2021,10,October
541839,2021-01-23 11:15:00,17769.0,United Kingdom,200,37631,7526200,2021,1,January
536385,2020-12-01 09:56:00,17420.0,United Kingdom,53,13085,693505,2020,12,December
570886,2021-10-13 10:23:00,13777.0,United Kingdom,1941,395335,767345235,2021,10,October
542708,2021-01-31 13:07:00,17621.0,United Kingdom,218,66238,14439884,2021,1,January
546533,2021-03-14 13:53:00,15388.0,Canada,88,14054,1236752,2021,3,March
581438,2021-12-08 16:29:00,12955.0,United Kingdom,268,34692,9297456,2021,12,December
556219,2021-06-09 14:19:00,17731.0,United Kingdom,84,30966,2601144,2021,6,June
559687,2021-07-11 15:28:00,17966.0,United Kingdom,377,16895,6369415,2021,7,July
552966,2021-05-12 13:10:00,16057.0,United Kingdom,33,7035,232155,2021,5,May
575027,2021-11-08 11:29:00,13199.0,United Kingdom,80,12592,1007360,2021,11,November
559607,2021-07-11 11:39:00,12681.0,France,241,53248,12832768,2021,7,July
578787,2021-11-25 12:10:00,13589.0,United Kingdom,86,23265,2000790,2021,11,November
580502,2021-12-04 13:15:00,16931.0,United Kingdom,333,41144,13700952,2021,12,December
541844,2021-01-23 12:19:00,16931.0,United Kingdom,128,21516,2754048,2021,1,January
572233,2021-10-21 14:41:00,14646.0,Netherlands,667,93012,62039004,2021,10,October
566915,2021-09-15 14:22:00,16945.0,United Kingdom,172,28548,4910256,2021,9,September
568905,2021-09-29 13:30:00,14691.0,United Kingdom,10,7080,70800,2021,9,September
542268,2021-01-27 08:30:00,15358.0,United Kingdom,420,49088,20616960,2021,1,January
569101,2021-09-30 12:24:00,14164.0,United Kingdom,200,35800,7160000,2021,9,September
570834,2021-10-12 13:31:00,13865.0,United Kingdom,50,11822,591100,2021,10,October
577601,2021-11-21 08:31:00,17675.0,United Kingdom,444,97858,43448952,2021,11,November
577058,2021-11-17 14:29:00,18122.0,United Kingdom,357,42197,15064329,2021,11,November
570863,2021-10-12 15:39:00,15144.0,United Kingdom,140,41660,5832400,2021,10,October
550522,2021-04-19 10:04:00,12947.0,United Kingdom,478,42957,20533446,2021,4,April
541840,2021-01-23 11:48:00,15059.0,United Kingdom,1,295,295,2021,1,January
547924,2021-03-28 13:39:00,17749.0,United Kingdom,257,36901,9483557,2021,3,March
540500,2021-01-09 10:26:00,15465.0,United Kingdom,72,39030,2810160,2021,1,January
564626,2021-08-26 11:40:00,18167.0,United Kingdom,122,49848,6081456,2021,8,August
561507,2021-07-27 14:21:00,12397.0,Belgium,704,121481,85522624,2021,7,July
549432,2021-04-08 12:20:00,14264.0,United Kingdom,18,11570,208260,2021,4,April
566821,2021-09-15 11:33:00,14227.0,United Kingdom,318,61726,19628868,2021,9,September
547698,2021-03-24 16:30:00,15304.0,United Kingdom,4,5100,20400,2021,3,March
538645,2020-12-13 14:52:00,13269.0,United Kingdom,230,31074,7147020,2020,12,December
579267,2021-11-29 09:42:00,14961.0,United Kingdom,457,114475,52315075,2021,11,November
561542,2021-07-28 10:09:00,15105.0,United Kingdom,274,53298,14603652,2021,7,July
548820,2021-04-04 13:04:00,12744.0,Singapore,1,205307,205307,2021,4,April
551823,2021-05-04 12:29:00,17955.0,United Kingdom,46,26195,1204970,2021,5,May
576463,2021-11-15 11:37:00,17974.0,United Kingdom,318,43247,13752546,2021,11,November
578096,2021-11-22 17:26:00,12936.0,United Kingdom,32,8396,268672,2021,11,November
551845,2021-05-04 14:03:00,17961.0,United Kingdom,10,1714,17140,2021,5,May
568101,2021-09-23 15:21:00,15978.0,United Kingdom,888,109878,97571664,2021,9,September
565316,2021-09-02 12:52:00,15628.0,United Kingdom,197,31185,6143445,2021,9,September
553925,2021-05-20 09:38:00,15370.0,United Kingdom,140,37372,5232080,2021,5,May
575495,2021-11-10 09:09:00,14944.0,United Kingdom,266,75466,20073956,2021,11,November
557668,2021-06-22 09:02:00,17828.0,Malta,24,3000,72000,2021,6,June
562847,2021-08-10 09:34:00,16245.0,United Kingdom,172,31572,5430384,2021,8,August
577855,2021-11-22 11:18:00,15877.0,United Kingdom,175,24226,4239550,2021,11,November
549667,2021-04-11 12:20:00,14911.0,EIRE,477,74441,35508357,2021,4,April
573762,2021-11-01 09:56:00,13758.0,United Kingdom,158,32622,5154276,2021,11,November
578522,2021-11-24 14:09:00,17254.0,United Kingdom,151,17031,2571681,2021,11,November
564484,2021-08-25 13:46:00,13634.0,United Kingdom,98,15836,1551928,2021,8,August
564189,2021-08-23 15:34:00,14769.0,United Kingdom,248,31266,7753968,2021,8,August
569145,2021-09-30 15:17:00,18008.0,United Kingdom,14,828,11592,2021,9,September
577501,2021-11-20 12:32:00,14075.0,United Kingdom,282,31756,8955192,2021,11,November
545912,2021-03-08 10:33:00,15944.0,United Kingdom,50,32510,1625500,2021,3,March
578275,2021-11-23 13:46:00,15916.0,United Kingdom,155,18838,2919890,2021,11,November
580692,2021-12-05 15:51:00,13173.0,United Kingdom,163,18771,3059673,2021,12,December
567509,2021-09-20 14:51:00,14298.0,United Kingdom,730,75242,54926660,2021,9,September
553386,2021-05-16 16:22:00,13381.0,United Kingdom,330,65524,21622920,2021,5,May
572024,2021-10-20 11:17:00,14631.0,United Kingdom,270,37690,10176300,2021,10,October
537842,2020-12-08 15:12:00,13140.0,United Kingdom,75,15951,1196325,2020,12,December
560776,2021-07-21 08:44:00,13995.0,United Kingdom,341,40825,13921325,2021,7,July
579001,2021-11-27 16:19:00,15555.0,United Kingdom,460,47090,21661400,2021,11,November
564747,2021-08-28 16:09:00,14869.0,United Kingdom,355,39131,13891505,2021,8,August
552544,2021-05-10 10:29:00,13320.0,United Kingdom,320,31981,10233920,2021,5,May
581479,2021-12-09 09:00:00,17364.0,United Kingdom,10,2950,29500,2021,12,December
562273,2021-08-04 09:55:00,12502.0,Spain,152,78887,11990824,2021,8,August
564182,2021-08-23 14:55:00,17242.0,United Kingdom,200,42560,8512000,2021,8,August
559669,2021-07-11 13:47:00,16332.0,United Kingdom,157,30797,4835129,2021,7,July
552543,2021-05-10 10:22:00,12399.0,Belgium,494,48090,23756460,2021,5,May
562566,2021-08-07 10:55:00,16954.0,United Kingdom,154,30390,4680060,2021,8,August
577312,2021-11-18 13:18:00,17049.0,United Kingdom,422,73818,31151196,2021,11,November
564858,2021-08-31 09:44:00,12484.0,Spain,5,14000,70000,2021,8,August
556201,2021-06-09 13:01:00,12347.0,Iceland,196,38252,7497392,2021,6,June
565407,2021-09-04 11:00:00,16983.0,United Kingdom,198,30508,6040584,2021,9,September
560696,2021-07-20 12:14:00,14606.0,United Kingdom,45,11149,501705,2021,7,July
540025,2021-01-04 13:22:00,17428.0,United Kingdom,504,32304,16281216,2021,1,January
570879,2021-10-13 08:42:00,12685.0,France,124,33172,4113328,2021,10,October
544297,2021-02-17 12:48:00,14298.0,United Kingdom,20,4620,92400,2021,2,February
574009,2021-11-02 11:49:00,15750.0,United Kingdom,192,32005,6144960,2021,11,November
575337,2021-11-09 14:11:00,17867.0,United Kingdom,167,22467,3751989,2021,11,November
536824,2020-12-02 17:24:00,13798.0,United Kingdom,160,40800,6528000,2020,12,December
559158,2021-07-06 16:03:00,17428.0,United Kingdom,259,34565,8952335,2021,7,July
560108,2021-07-15 08:59:00,16979.0,United Kingdom,42,20850,875700,2021,7,July
550319,2021-04-17 12:37:00,14524.0,United Kingdom,55,13361,734855,2021,4,April
